GCA_000017905.1,407148,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
GCA_000146165.2,211586,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella oneidensis
GCA_000160775.2,585531,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium marinum
GCA_000210095.1,213810,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus champanellensis
GCA_000210155.1,663917,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,Geobacter sulfurreducens
GCA_000210395.1,699037,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile
GCA_000221985.1,1054460,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae
GCA_000853205.1,88389,,Lenarviricota,Howeltoviricetes,Cryppavirales,Mitoviridae,Unuamitovirus,Unuamitovirus opno6
GCA_000853225.1,81931,,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,Sweet potato chlorotic stunt virus
GCA_000853245.1,360000,,,,,Birnaviridae,Aquabirnavirus,Aquabirnavirus ascitae
GCA_000853265.1,46839,,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Coltivirus,Colorado tick fever coltivirus
GCA_000853285.1,3052328,,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,Mammarenavirus tacaribeense
GCA_000861805.1,12524,,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Ambidensovirus,Lepidopteran ambidensovirus 1
GCA_000861845.1,2847144,,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Hepacivirus hominis
GCA_000861865.1,12456,,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1
GCA_000861885.1,1313215,,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kobuvirus,Kobuvirus aichi
