GCA_000017905.1,407148,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
GCA_000018405.1,96561,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfosudaceae,Desulfosudis,Desulfosudis oleivorans
GCA_000021725.1,598659,Bacteria,Campylobacterota,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia,Nautilia profundicola
GCA_000025425.1,567106,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
GCA_000146165.2,211586,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella oneidensis
GCA_000146565.1,655816,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus spizizenii
GCA_000160775.2,585531,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium marinum
GCA_000209955.1,657317,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis
GCA_000210095.1,213810,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus champanellensis
GCA_000210155.1,663917,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,Geobacter sulfurreducens
GCA_000210395.1,699037,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile
GCA_000221985.1,1054460,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae
GCA_000319025.1,1071779,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis
GCA_000849705.1,120574,,Uroviricota,Caudoviricetes,,,Paclarkvirus,Paclarkvirus MM1
GCA_000849725.1,57119,,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Geminiviridae,Mastrevirus,Bean yellow dwarf virus
GCA_000849745.1,35265,,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Mastadenovirus porcustertium
GCA_000849765.1,51313,,,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus helarmigerae
GCA_000849785.1,324685,,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Circovirus duck
GCA_000852605.1,204987,,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Goose paramyxovirus SF02
GCA_000852625.1,112437,,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Tritimovirus,Oat necrotic mottle virus
GCA_000852685.1,3052223,,Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Henipavirus,Henipavirus hendraense
GCA_000852905.1,192025,,,,,Pospiviroidae,Coleviroid,Coleus blumei viroid 1
GCA_000852925.1,62352,,Duplornaviricota,Resentoviricetes,Reovirales,Spinareoviridae,Coltivirus,Eyach coltivirus
